,Region,Name,Source,TimeFrame,Attributes,ReligiousGroup,ReligiousPlace,CleanedAttributes,Start_year,End_year,CurrentRegion,Latitude,Longitude,Continent
347,asia,Catholics in the People's Republic of China (PRC),No Source,1949 CE - 2020 CE,"Religious Group,Christian Traditions,Chinese Religion,Yellow and Yangzi Rivers Region",1,0,"['Christian Traditions', 'Chinese Religion', 'Yellow and Yangzi Rivers Region']",1949,2020,Asia,34.047863,100.6196553,Asia
348,asia,Chan Buddhists in early Qing period,Secondary source: Multiple References,1600 CE - 1700 CE,"Religious Group,Chinese Religion,Buddhist Traditions,Yellow and Yangzi Rivers Region",1,0,"['Chinese Religion', 'Buddhist Traditions', 'Yellow and Yangzi Rivers Region']",1600,1700,Asia,34.047863,100.6196553,Asia
349,asia,Chen-Wei Texts,No Source,56 CE - 907 CE,"Religious Group,Text,Early Chinese text,Chinese Religion",1,0,"['Text', 'Early Chinese text', 'Chinese Religion']",56,907,Asia,34.047863,100.6196553,Asia
350,asia,Chinese Buddhism (Northern Wei),No Source,386 CE - 534 CE,"Religious Group,Chinese Religion,Buddhist Traditions",1,0,"['Chinese Religion', 'Buddhist Traditions']",386,534,Asia,34.047863,100.6196553,Asia
351,asia,Chinese Esoteric Buddhism (Tang Tantrism),No Source,716 CE - 900 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],716,900,Asia,34.047863,100.6196553,Asia
352,asia,Chinese Folk Religion,No Source,350 BCE - 200 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-350,200,Asia,34.047863,100.6196553,Asia
353,asia,Chinese State Religion (Shang and Western Zhou),No Source,1750 BCE - 850 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-1750,-850,Asia,34.047863,100.6196553,Asia
354,asia,Christianity in Tang China,No Source,618 CE - 906 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],618,906,Asia,34.047863,100.6196553,Asia
355,asia,Chuci zhangju,No Source,139 BCE - 140 CE,"Religious Group,Text,Cosmology,Early Chinese Traditions,Early Chinese text,Cosmogony,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Cosmology', 'Early Chinese Traditions', 'Early Chinese text', 'Cosmogony', 'Yellow and Yangzi Rivers Region']",-139,140,Asia,34.047863,100.6196553,Asia
356,asia,Classical Daoism,Secondary source: Single source,350 BCE - 100 BCE,"Religious Group,Chinese Religion,Daoism",1,0,"['Chinese Religion', 'Daoism']",-350,-100,Asia,34.047863,100.6196553,Asia
357,asia,Command to Fu Yue 傅說之命,No Source,400 BCE - 300 BCE,"Religious Group,Text,Early Chinese Traditions,Early Chinese text,Tsinghua Text",1,0,"['Text', 'Early Chinese Traditions', 'Early Chinese text', 'Tsinghua Text']",-400,-300,Asia,34.047863,100.6196553,Asia
358,asia,Confucianism - Eastern Zhou,Expert source: Paul Goldin,600 BCE - 200 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-600,-200,Asia,34.047863,100.6196553,Asia
359,asia,Daoism,No Source,142 CE - 2014 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],142,2014,Asia,34.047863,100.6196553,Asia
360,asia,Dazhidu lun 大智度論,No Source,402 CE - 406 CE,"Religious Group,Text,Mahayana Buddhism,Chinese Buddhist text,Buddhist Traditions,Scripture,Chinese Religion,Indic Religious Traditions,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Mahayana Buddhism', 'Chinese Buddhist text', 'Buddhist Traditions', 'Scripture', 'Chinese Religion', 'Indic Religious Traditions', 'Yellow and Yangzi Rivers Region']",402,406,Asia,34.047863,100.6196553,Asia
361,asia,Drikung Kagyu,No Source,1143 CE - 2020 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],1143,2020,Asia,34.047863,100.6196553,Asia
362,asia,Early Chosŏn Korea,No Source,1392 CE - 1600 CE,"Polity,Asia",0,0,"['Polity', 'Asia']",1392,1600,Asia,34.047863,100.6196553,Asia
363,asia,Early Tokugawa Neo-Confucianism,No Source,1600 CE - 1700 CE,"Religious Group,Japanese Religions",1,0,['Japanese Religions'],1600,1700,Asia,34.047863,100.6196553,Asia
364,asia,Early Zhou Religion,No Source,1046 BCE - 771 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-1046,-771,Asia,34.047863,100.6196553,Asia
365,asia,Fangshi,No Source,475 BCE - 220 CE,"Religious Group,Chinese Religion,Yellow and Yangzi Rivers Region",1,0,"['Chinese Religion', 'Yellow and Yangzi Rivers Region']",-475,220,Asia,34.047863,100.6196553,Asia
366,asia,Free Methodist Church,No Source,1860 CE - 2020 CE,"Religious Group,Christian Traditions",1,0,['Christian Traditions'],1860,2020,Asia,34.047863,100.6196553,Asia
367,asia,Gaengjeongyudo,Secondary source: Multiple References,1928 CE - 2020 CE,"Religious Group,New Religious Movement,Korean Religions",1,0,"['New Religious Movement', 'Korean Religions']",1928,2020,Asia,34.047863,100.6196553,Asia
368,asia,Gönlung Monastery (dgon lung byams pa gling),No Source,1604 CE - 1958 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],1604,1958,Asia,34.047863,100.6196553,Asia
369,asia,Guangzhou (Buddhism),No Source,1985 CE - 2017 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],1985,2017,Asia,34.047863,100.6196553,Asia
370,asia,Han Confucianism,No Source,206 BCE - 220 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-206,220,Asia,34.047863,100.6196553,Asia
371,asia,Han Imperial Cult under Emperor Wu,No Source,141 BCE - 87 BCE,"Religious Group,Chinese Religion,Yellow and Yangzi Rivers Region",1,0,"['Chinese Religion', 'Yellow and Yangzi Rivers Region']",-141,-87,Asia,34.047863,100.6196553,Asia
372,asia,Heng xian 恆先,No Source,400 BCE - 300 BCE,"Religious Group,Text,Early Chinese Traditions,Yellow and Yangzi Rivers Region,Early Chinese text,Cosmology,Daoist text,Daoism,Chinese Religion,Excavated text,Cosmogony",1,0,"['Text', 'Early Chinese Traditions', 'Yellow and Yangzi Rivers Region', 'Early Chinese text', 'Cosmology', 'Daoist text', 'Daoism', 'Chinese Religion', 'Excavated text', 'Cosmogony']",-400,-300,Asia,34.047863,100.6196553,Asia
373,asia,History of the Later Han,No Source,25 CE - 190 CE,"Polity,Asia",0,0,"['Polity', 'Asia']",25,190,Asia,34.047863,100.6196553,Asia
374,asia,History of the Qin State,No Source,800 BCE - 221 BCE,"Polity,Asia",0,0,"['Polity', 'Asia']",-800,-221,Asia,34.047863,100.6196553,Asia
375,asia,Huayan School (Early Tang),Expert source: Jinhua Chen,670 CE - 712 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],670,712,Asia,34.047863,100.6196553,Asia
376,asia,International Sivananda Yoga Vedanta Centers,No Source,1957 CE - 2023 CE,"Religious Group,Hinduism,New Age Religion,neo-Vedanta,Yoga",1,0,"['Hinduism', 'New Age Religion', 'neo-Vedanta', 'Yoga']",1957,2023,Asia,34.047863,100.6196553,Asia
377,asia,Jingde chuandeng lu 景德傳燈錄,Secondary source: Multiple References,1004 CE - 1004 CE,"Religious Group,Text,Chinese Buddhism,Chinese Buddhist text,Chan Buddhist text,Religious History",1,0,"['Text', 'Chinese Buddhism', 'Chinese Buddhist text', 'Chan Buddhist text', 'Religious History']",1004,1004,Asia,34.047863,100.6196553,Asia
378,asia,Karma Kagyu or Kamtsang Kagyu,No Source,1110 CE - 2017 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],1110,2017,Asia,34.047863,100.6196553,Asia
379,asia,Khalka Mongols,Secondary source: Multiple References,1895 CE - 1930 CE,"Religious Group,Mongolian Religions,Buddhist Traditions",1,0,"['Mongolian Religions', 'Buddhist Traditions']",1895,1930,Asia,34.047863,100.6196553,Asia
380,asia,Korean Catholicism,No Source,1600 CE - 2021 CE,"Religious Group,Christian Traditions,Roman Catholic,Asian American Religions,Abrahamic,Korean Religions,Confucianism",1,0,"['Christian Traditions', 'Roman Catholic', 'Asian American Religions', 'Abrahamic', 'Korean Religions', 'Confucianism']",1600,2021,Asia,34.047863,100.6196553,Asia
381,asia,Koreans,Data source: eHRAF,1925 CE - 1950 CE,"Religious Group,Korean Religions",1,0,['Korean Religions'],1925,1950,Asia,34.047863,100.6196553,Asia
382,asia,Korean shamanism,No Source,1800 CE - 2020 CE,"Religious Group,Shamanism,Animist,Korean Religions",1,0,"['Shamanism', 'Animist', 'Korean Religions']",1800,2020,Asia,34.047863,100.6196553,Asia
383,asia,Labrang Tashi Khyi Monastery,No Source,1710 CE - 2022 CE,"Religious Group,Religious Place,Tibetan Buddhism,Temple,Tantric Buddhism,shrines,Monastery,Monument,Religious Complex",1,1,"['Tibetan Buddhism', 'Temple', 'Tantric Buddhism', 'shrines', 'Monastery', 'Monument', 'Religious Complex']",1710,2022,Asia,34.047863,100.6196553,Asia
384,asia,Late Chosŏn Korea,No Source,1600 CE - 1900 CE,"Religious Group,Korean Religions",1,0,['Korean Religions'],1600,1900,Asia,34.047863,100.6196553,Asia
385,asia,Late Medieval Chinese State Religion,No Source,775 CE - 960 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],775,960,Asia,34.047863,100.6196553,Asia
386,asia,Late Shang Polity,Expert source: David Keightley,1250 BCE - 1046 BCE,"Polity,Asia",0,0,"['Polity', 'Asia']",-1250,-1046,Asia,34.047863,100.6196553,Asia
387,asia,Late Shang Religion,Expert source: David Keightley,1250 BCE - 1045 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-1250,-1045,Asia,34.047863,100.6196553,Asia
388,asia,Lower Xiajiadian,No Source,2000 BCE - 1200 BCE,"Polity,Asia",0,0,"['Polity', 'Asia']",-2000,-1200,Asia,34.047863,100.6196553,Asia
389,asia,"Lunyu 論語, The Analects",No Source,500 BCE - 1911 CE,"Religious Group,Text,Canonical texts,Chinese Religion,Early Chinese text,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Canonical texts', 'Chinese Religion', 'Early Chinese text', 'Yellow and Yangzi Rivers Region']",-500,1911,Asia,34.047863,100.6196553,Asia
390,asia,Manchu,Secondary source: Multiple References,947 CE - 2000 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],947,2000,Asia,34.047863,100.6196553,Asia
391,asia,Mohism,No Source,400 BCE - 200 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-400,-200,Asia,34.047863,100.6196553,Asia
392,asia,Mozi 墨子,No Source,400 BCE - 200 CE,"Religious Group,Text,Early Chinese Traditions,Early Chinese text",1,0,"['Text', 'Early Chinese Traditions', 'Early Chinese text']",-400,200,Asia,34.047863,100.6196553,Asia
393,asia,Nechung Cult,No Source,1650 CE - 1850 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],1650,1850,Asia,34.047863,100.6196553,Asia
394,asia,Northern Song,No Source,960 CE - 1127 CE,"Polity,Asia",0,0,"['Polity', 'Asia']",960,1127,Asia,34.047863,100.6196553,Asia
395,asia,Nyingma Treasure,No Source,1200 CE - 1500 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],1200,1500,Asia,34.047863,100.6196553,Asia
396,asia,Postsocialist Mongolian Shamanism,No Source,1990 CE - 2020 CE,"Religious Group,Mongolian Religions,Shamanism",1,0,"['Mongolian Religions', 'Shamanism']",1990,2020,Asia,34.047863,100.6196553,Asia
397,asia,Pre-imperial Chu Religion,No Source,790 BCE - 223 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-790,-223,Asia,34.047863,100.6196553,Asia
398,asia,Religion at Mawangdui,No Source,193 BCE - 168 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-193,-168,Asia,34.047863,100.6196553,Asia
399,asia,Russian orthodox mission in Japan,No Source,1861 CE - 1945 CE,"Religious Group,Orthodoxy",1,0,['Orthodoxy'],1861,1945,Asia,34.047863,100.6196553,Asia
400,asia,Sample Religious Group Entry,No Source,500 CE - 1500 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],500,1500,Asia,34.047863,100.6196553,Asia
401,asia,"(Shanghai) Xiaotaoyuan Mosque, Small Peach Garden Mosque (上海)小桃園清真寺",No Source,1917 CE - 2022 CE,"Religious Group,Religious Place,China,Islamic Traditions,Chinese Religion,Religious Complex",1,1,"['China', 'Islamic Traditions', 'Chinese Religion', 'Religious Complex']",1917,2022,Asia,34.047863,100.6196553,Asia
402,asia,"Shangshu 尚書 (""Higher Writings""; also, ""Documents"")",No Source,700 BCE - 1911 CE,"Religious Group,Text,Canonical texts,Early Chinese text,Chinese Religion,Excavated text,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Canonical texts', 'Early Chinese text', 'Chinese Religion', 'Excavated text', 'Yellow and Yangzi Rivers Region']",-700,1911,Asia,34.047863,100.6196553,Asia
403,asia,Shang State Religion,Expert source: Robert Eno,1250 BCE - 1046 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-1250,-1046,Asia,34.047863,100.6196553,Asia
404,asia,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Supervised by: Matthew Hamm,1100 CE - 2021 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],1100,2021,Asia,34.047863,100.6196553,Asia
405,asia,Shijing 詩經 (Classic/Book of Odes/Songs),No Source,700 BCE - 1911 CE,"Religious Group,Text,Canonical texts,Early Chinese Traditions,Early Chinese text,Excavated text,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Canonical texts', 'Early Chinese Traditions', 'Early Chinese text', 'Excavated text', 'Yellow and Yangzi Rivers Region']",-700,1911,Asia,34.047863,100.6196553,Asia
406,asia,Shinnyo-en,No Source,1936 CE - 2013 CE,"Religious Group,Shintō,Japanese Religions",1,0,"['Shintō', 'Japanese Religions']",1936,2013,Asia,34.047863,100.6196553,Asia
407,asia,Shorter Sukhāvatīvyūha Sūtra,No Source,100 CE - 2022 CE,"Religious Group,Text,Tibetan Buddhism,Mahayana Buddhism,Chinese Buddhism,Buddhist Traditions,Chinese Buddhist text,Sanskrit literature,Japanese Religions,Chinese Religion,Korean Religions,Vietnamese Religions",1,0,"['Text', 'Tibetan Buddhism', 'Mahayana Buddhism', 'Chinese Buddhism', 'Buddhist Traditions', 'Chinese Buddhist text', 'Sanskrit literature', 'Japanese Religions', 'Chinese Religion', 'Korean Religions', 'Vietnamese Religions']",100,2022,Asia,34.047863,100.6196553,Asia
408,asia,Sichuan Esoteric Buddhist Cult,Secondary source: Multiple References,855 CE - 1279 CE,"Religious Group,Chinese Religion,Buddhist Traditions",1,0,"['Chinese Religion', 'Buddhist Traditions']",855,1279,Asia,34.047863,100.6196553,Asia
409,asia,Sino-Christian Theology,No Source,1980 CE - 2020 CE,"Religious Group,Christian Traditions,Chinese Religion,Yellow and Yangzi Rivers Region",1,0,"['Christian Traditions', 'Chinese Religion', 'Yellow and Yangzi Rivers Region']",1980,2020,Asia,34.047863,100.6196553,Asia
410,asia,Sino-Muslims in Qing China,No Source,1644 CE - 1911 CE,"Religious Group,Chinese Religion,Yellow and Yangzi Rivers Region",1,0,"['Chinese Religion', 'Yellow and Yangzi Rivers Region']",1644,1911,Asia,34.047863,100.6196553,Asia
411,asia,Soushen ji 搜神記,No Source,100 CE - 350 CE,"Religious Group,Text,Miracle tales,Early Chinese Traditions,Yellow and Yangzi Rivers Region,Cosmology,Daoism,Chinese Religion",1,0,"['Text', 'Miracle tales', 'Early Chinese Traditions', 'Yellow and Yangzi Rivers Region', 'Cosmology', 'Daoism', 'Chinese Religion']",100,350,Asia,34.047863,100.6196553,Asia
412,asia,Spring and Autumn annals of Master Lü,No Source,247 BCE - 239 BCE,"Religious Group,Text,Cosmology,Early Chinese Traditions,Ritual text,Early Chinese text,Chinese Religion",1,0,"['Text', 'Cosmology', 'Early Chinese Traditions', 'Ritual text', 'Early Chinese text', 'Chinese Religion']",-247,-239,Asia,34.047863,100.6196553,Asia
413,asia,Supreme Master Ching Hai World Society,No Source,1986 CE - 2018 CE,"Religious Group,Buddhist Traditions,Christian Traditions,Indic Religious Traditions,New Religious Movement (NRM)",1,0,"['Buddhist Traditions', 'Christian Traditions', 'Indic Religious Traditions', 'New Religious Movement (NRM)']",1986,2018,Asia,34.047863,100.6196553,Asia
414,asia,Taigu School,No Source,1762 CE - 1950 CE,"Religious Group,Chinese Religion,Yellow and Yangzi Rivers Region",1,0,"['Chinese Religion', 'Yellow and Yangzi Rivers Region']",1762,1950,Asia,34.047863,100.6196553,Asia
415,asia,Taiping jing,No Source,150 CE - 2022 CE,"Religious Group,Text,Early Chinese text,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Early Chinese text', 'Yellow and Yangzi Rivers Region']",150,2022,Asia,34.047863,100.6196553,Asia
416,asia,Talismanic Religion,No Source,200 BCE - 500 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-200,500,Asia,34.047863,100.6196553,Asia
417,asia,The Buddhist community on Mount Lu during early medieval China,No Source,350 CE - 450 CE,"Religious Group,Buddhist Traditions,Chinese Buddhism,Yellow and Yangzi Rivers Region",1,0,"['Buddhist Traditions', 'Chinese Buddhism', 'Yellow and Yangzi Rivers Region']",350,450,Asia,34.047863,100.6196553,Asia
418,asia,The Fellowship of Goodness 同善社 (Tongshanshe),No Source,1910 CE - 1951 CE,"Religious Group,Messianism,Redemptive Societies,Apocalyptic Movements,Buddhist Traditions,New Religious Movement,Heresy,Chinese Religion,New Religious Movement (NRM),Yellow and Yangzi Rivers Region,Daoism,Confucianism",1,0,"['Messianism', 'Redemptive Societies', 'Apocalyptic Movements', 'Buddhist Traditions', 'New Religious Movement', 'Heresy', 'Chinese Religion', 'New Religious Movement (NRM)', 'Yellow and Yangzi Rivers Region', 'Daoism', 'Confucianism']",1910,1951,Asia,34.047863,100.6196553,Asia
419,asia,The Five Yi Yin Texts,No Source,335 BCE - 275 BCE,"Religious Group,Text,Early Chinese Traditions,Tsinghua Text,Cosmology,Chinese Religion,Excavated text",1,0,"['Text', 'Early Chinese Traditions', 'Tsinghua Text', 'Cosmology', 'Chinese Religion', 'Excavated text']",-335,-275,Asia,34.047863,100.6196553,Asia
420,asia,"*The Heart is what is at the center, *Xin shi wei Zhong 心是謂中",No Source,400 BCE - 300 BCE,"Religious Group,Text,Early Chinese Traditions,Early Chinese text,Tsinghua Text",1,0,"['Text', 'Early Chinese Traditions', 'Early Chinese text', 'Tsinghua Text']",-400,-300,Asia,34.047863,100.6196553,Asia
421,asia,The Plum Village Sangha of Thich Nhat Hanh,No Source,1982 CE - 2020 CE,"Religious Group,Southeast Asian Religions,Vietnam,Vietnamese Religions,Buddhist Traditions",1,0,"['Southeast Asian Religions', 'Vietnam', 'Vietnamese Religions', 'Buddhist Traditions']",1982,2020,Asia,34.047863,100.6196553,Asia
422,asia,The Taizhou Movement,No Source,1500 CE - 1600 CE,"Religious Group,Chinese Religion,Yellow and Yangzi Rivers Region",1,0,"['Chinese Religion', 'Yellow and Yangzi Rivers Region']",1500,1600,Asia,34.047863,100.6196553,Asia
423,asia,The Zhuangzi,No Source,551 BCE - 1911 CE,"Religious Group,Text,Yellow and Yangzi Rivers Region,Early Chinese Traditions,Daoist text,Daoism,Early Chinese text",1,0,"['Text', 'Yellow and Yangzi Rivers Region', 'Early Chinese Traditions', 'Daoist text', 'Daoism', 'Early Chinese text']",-551,1911,Asia,34.047863,100.6196553,Asia
424,asia,Three Self Patriotic Movement (TSPM),Expert source: Mark McLeister,1950 CE - 2021 CE,"Religious Group,Yellow and Yangzi Rivers Region,Christian Traditions,Chinese Religion",1,0,"['Yellow and Yangzi Rivers Region', 'Christian Traditions', 'Chinese Religion']",1950,2021,Asia,34.047863,100.6196553,Asia
425,asia,Tiantai,No Source,538 CE - 2022 CE,"Religious Group,Chinese Religion,Yellow and Yangzi Rivers Region",1,0,"['Chinese Religion', 'Yellow and Yangzi Rivers Region']",538,2022,Asia,34.047863,100.6196553,Asia
426,asia,"Tiantai Buddhism (Song Dynasty, Liangzhe Circuit)",No Source,960 CE - 1279 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],960,1279,Asia,34.047863,100.6196553,Asia
427,asia,Tian wen 天問,No Source,340 BCE - 140 CE,"Religious Group,Text,Early Chinese Traditions,Cosmology,Chinese Religion,Cosmogony,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Early Chinese Traditions', 'Cosmology', 'Chinese Religion', 'Cosmogony', 'Yellow and Yangzi Rivers Region']",-340,140,Asia,34.047863,100.6196553,Asia
428,asia,Tibetan and Himalayan Mundane and Landscape Cults,No Source,600 CE - 2020 CE,"Religious Group,Tibetan Buddhism,Tantric Buddhism,Animist,Shamanism,Bön (Tibetan: bon),Buddhist Traditions,Natural Religion",1,0,"['Tibetan Buddhism', 'Tantric Buddhism', 'Animist', 'Shamanism', 'Bön (Tibetan: bon)', 'Buddhist Traditions', 'Natural Religion']",600,2020,Asia,34.047863,100.6196553,Asia
429,asia,Upper Xiajiadian,No Source,1200 BCE - 600 BCE,"Polity,Asia",0,0,"['Polity', 'Asia']",-1200,-600,Asia,34.047863,100.6196553,Asia
430,asia,Warring States (China) Religion,No Source,481 BCE - 206 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-481,-206,Asia,34.047863,100.6196553,Asia
431,asia,Warring States Confucian Thought,No Source,450 BCE - 221 BCE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],-450,-221,Asia,34.047863,100.6196553,Asia
432,asia,Won-Buddhism,No Source,1916 CE - 2017 CE,"Religious Group,Korean Religions",1,0,['Korean Religions'],1916,2017,Asia,34.047863,100.6196553,Asia
433,asia,Wumen Guan 無門關,No Source,1228 CE - 2022 CE,"Religious Group,Text,Chinese Buddhism,Buddhist Traditions,Chan Buddhist text,Chinese Buddhist text,Japanese Religions,Chinese Religion,Korean Religions,Vietnamese Religions",1,0,"['Text', 'Chinese Buddhism', 'Buddhist Traditions', 'Chan Buddhist text', 'Chinese Buddhist text', 'Japanese Religions', 'Chinese Religion', 'Korean Religions', 'Vietnamese Religions']",1228,2022,Asia,34.047863,100.6196553,Asia
434,asia,Wuzhen pian 悟真篇,No Source,1075 CE - 1078 CE,"Religious Group,Text,Scripture,Daoist text,Daoism,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Scripture', 'Daoist text', 'Daoism', 'Yellow and Yangzi Rivers Region']",1075,1078,Asia,34.047863,100.6196553,Asia
435,asia,"*Xing zi ming chu 性自命出, Natural Dispositions Come from Endowment",No Source,400 BCE - 200 BCE,"Religious Group,Text,Early Chinese Traditions,Early Chinese text,Excavated text,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Early Chinese Traditions', 'Early Chinese text', 'Excavated text', 'Yellow and Yangzi Rivers Region']",-400,-200,Asia,34.047863,100.6196553,Asia
436,asia,Xuanxue 玄學,No Source,200 CE - 600 CE,"Religious Group,Chinese Religion",1,0,['Chinese Religion'],200,600,Asia,34.047863,100.6196553,Asia
437,asia,Xuanzang's Yogācāra Tradition,No Source,645 CE - 696 CE,"Religious Group,Buddhist Traditions,Yellow and Yangzi Rivers Region",1,0,"['Buddhist Traditions', 'Yellow and Yangzi Rivers Region']",645,696,Asia,34.047863,100.6196553,Asia
438,asia,Xunzi 荀子,No Source,310 BCE - 215 BCE,"Religious Group,Text,Chinese Religion,Confucianism,Early Chinese text",1,0,"['Text', 'Chinese Religion', 'Confucianism', 'Early Chinese text']",-310,-215,Asia,34.047863,100.6196553,Asia
439,asia,Yanshi Shangcheng,No Source,1600 BCE - 1365 BCE,"Religious Group,Chinese Religion,Yellow and Yangzi Rivers Region",1,0,"['Chinese Religion', 'Yellow and Yangzi Rivers Region']",-1600,-1365,Asia,34.047863,100.6196553,Asia
440,asia,Zichiji 資持記,No Source,1078 CE - 1085 CE,"Religious Group,Text,Vinaya commentary,Dharmaguptaka Vinaya,Vinaya school,Yellow and Yangzi Rivers Region",1,0,"['Text', 'Vinaya commentary', 'Dharmaguptaka Vinaya', 'Vinaya school', 'Yellow and Yangzi Rivers Region']",1078,1085,Asia,34.047863,100.6196553,Asia
441,asia,Drikung Kagyu,No Source,1143 CE - 2020 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],1143,2020,Asia,34.047863,100.6196553,Asia
442,asia,Drukpa Kagyü School (Bhutan),No Source,1625 CE - 2021 CE,"Religious Group,Tantric Buddhism,Buddhist Traditions",1,0,"['Tantric Buddhism', 'Buddhist Traditions']",1625,2021,Asia,34.047863,100.6196553,Asia
443,asia,Ganden Monastery (Dga' ldan),No Source,1409 CE - 1959 CE,"Religious Place,Religious Group,Monastery,Buddhist Traditions",1,1,"['Monastery', 'Buddhist Traditions']",1409,1959,Asia,34.047863,100.6196553,Asia
444,asia,International Sivananda Yoga Vedanta Centers,No Source,1957 CE - 2023 CE,"Religious Group,Hinduism,New Age Religion,neo-Vedanta,Yoga",1,0,"['Hinduism', 'New Age Religion', 'neo-Vedanta', 'Yoga']",1957,2023,Asia,34.047863,100.6196553,Asia
445,asia,Ladakhi Buddhism,No Source,842 CE - 2020 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],842,2020,Asia,34.047863,100.6196553,Asia
446,asia,Newar Buddhists,No Source,1200 CE - 2018 CE,"Religious Group,Buddhist Traditions,Syncretic Religions,Indic Religious Traditions",1,0,"['Buddhist Traditions', 'Syncretic Religions', 'Indic Religious Traditions']",1200,2018,Asia,34.047863,100.6196553,Asia
447,asia,Nyingma (rnying ma),No Source,700 CE - 1959 CE,"Religious Group,Tibetan Buddhism,Tantric Buddhism,Buddhist Traditions",1,0,"['Tibetan Buddhism', 'Tantric Buddhism', 'Buddhist Traditions']",700,1959,Asia,34.047863,100.6196553,Asia
448,asia,Sa skya,No Source,1073 CE - 2020 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],1073,2020,Asia,34.047863,100.6196553,Asia
449,asia,Tribal Christianity (and allied castes) in the Himalayas,No Source,1950 CE - 2018 CE,"Religious Group,Christian Traditions",1,0,['Christian Traditions'],1950,2018,Asia,34.047863,100.6196553,Asia
450,asia,"Naqshbandī Order, Naqshbandī Tarīqa, Naqshbandīyyah, Khwājagān,",No Source,1318 CE - 2020 CE,"Religious Group,Islamic Traditions,Sufi",1,0,"['Islamic Traditions', 'Sufi']",1318,2020,Asia,34.047863,100.6196553,Asia
451,asia,Shorter Sukhāvatīvyūha Sūtra,No Source,100 CE - 2022 CE,"Religious Group,Text,Tibetan Buddhism,Mahayana Buddhism,Chinese Buddhism,Buddhist Traditions,Chinese Buddhist text,Sanskrit literature,Japanese Religions,Chinese Religion,Korean Religions,Vietnamese Religions",1,0,"['Text', 'Tibetan Buddhism', 'Mahayana Buddhism', 'Chinese Buddhism', 'Buddhist Traditions', 'Chinese Buddhist text', 'Sanskrit literature', 'Japanese Religions', 'Chinese Religion', 'Korean Religions', 'Vietnamese Religions']",100,2022,Asia,34.047863,100.6196553,Asia
452,asia,Uyghur Islam,No Source,1850 CE - 2020 CE,"Religious Group,Islamic Traditions",1,0,['Islamic Traditions'],1850,2020,Asia,34.047863,100.6196553,Asia
453,asia,Tyva (Buddhism),No Source,1634 CE - 2017 CE,"Religious Group,Buddhist Traditions",1,0,['Buddhist Traditions'],1634,2017,Asia,34.047863,100.6196553,Asia
454,asia,Tyva Republic (Animism-Totemism-Shamanism),No Source,1990 CE - 2013 CE,"Religious Group,Shamanism",1,0,['Shamanism'],1990,2013,Asia,34.047863,100.6196553,Asia
455,asia,16th-17th c. Gauḍīya Vaiṣṇava Tradition,No Source,1500 CE - 1700 CE,"Religious Group,Indic Religious Traditions",1,0,['Indic Religious Traditions'],1500,1700,Asia,34.047863,100.6196553,Asia
